actv,enddate,frequency,id,key,latres,longres,name,startdate,state,sttid
In-Active,2019-01-05,Hourly,15F054,ISRO0084,25.92,93.73,Dhimapur,2008-01-16,NAGALAND,22
In-Active,2019-07-05,Hourly,15F055,ISRO0085,25.58,94.30,Phutsero,2009-03-17,NAGALAND,22
In-Active,2011-01-27,Hourly,15F062,ISRO0098,26.57,94.69,Yong yimsem,2008-09-18,NAGALAND,22
In-Active,2016-07-27,Hourly,15F10F,ISRO0271,19.67,85.19,"INS  Chilka,Khurda",2007-11-26,ORISSA,28
In-Active,2019-01-02,Hourly,15F14F,ISRO0335,21.37,83.75,ACSD Rengali Camp Attabira Bargarh,2008-04-08,ORISSA,28
In-Active,2016-03-16,Hourly,15F150,ISRO0336,21.42,84.03,LHSS canal Colony Maneswar Sambalpur,2010-11-24,ORISSA,28
In-Active,2019-01-02,Hourly,15F179,ISRO0377,21.50,83.89,FCS Burla Sambalpur,2009-02-28,ORISSA,28
In-Active,2017-09-07,Hourly,15F206,ISRO0518,21.20,83.75,BDO Bheden Block Bargarh,2009-03-02,ORISSA,28
In-Active,2018-12-31,Hourly,15F23C,ISRO0572,21.43,87.01, BALASORE   (stn code of ISRO572),2009-02-27,ORISSA,28
In-Active,2019-01-02,Hourly,15F2AC,ISRO0684,20.98,83.49,B.D.O.-PanchayatSamithi Office- AGALPUR,2009-09-22,ORISSA,28
In-Active,2018-11-27,Hourly,15F2AD,ISRO0685,20.42,83.57,B.D.O.-PanchayatSamithi Office- GUDVELA,2009-09-22,ORISSA,28
In-Active,2018-06-01,Hourly,15F2AE,ISRO0686,20.80,82.86,B.D.O.-PanchayatSamithi Office- KHAPRAKHOL,2009-10-23,ORISSA,28
In-Active,2019-01-01,Hourly,15F2AF,ISRO0687,20.71,83.12,B.D.O.-PanchayatSamithi Office- PATNAGARH,2009-09-22,ORISSA,28
In-Active,2018-11-27,Hourly,15F2B0,ISRO0688,20.42,83.57,B.D.O.-PanchayatSamithi Office-SAINTALA,2009-10-23,ORISSA,28
In-Active,2018-11-29,Hourly,15F2B1,ISRO0689,20.50,82.80,B.D.O.-PanchayatSamithi Office- TUREIKELA,2009-09-22,ORISSA,28
In-Active,2019-09-28,Hourly,15F2B2,ISRO0690,20.85,84.29,B.D.O.-PanchayatSamithi Office- BOUDH,2009-10-24,ORISSA,28
In-Active,2019-01-02,Hourly,15F2B3,ISRO0691,20.58,84.42,B.D.O.-PanchayatSamithi Office- HARBHANGA,2009-10-04,ORISSA,28
In-Active,2019-01-02,Hourly,15F2B4,ISRO0692,20.43,85.35,B.D.O.-PanchayatSamithi Office-BARAMBA,2010-08-15,ORISSA,28
In-Active,2019-01-02,Hourly,15F2B5,ISRO0693,20.38,85.53,B.D.O.-PanchayatSamithi Office-DAMPARA,2010-03-05,ORISSA,28
In-Active,2012-09-09,Hourly,15F2B6,ISRO0694,20.56,85.99,B.D.O.-PanchayatSamithi Office-SALIPUR,2010-05-22,ORISSA,28
In-Active,2019-01-02,Hourly,15F2B7,ISRO0695,20.56,85.99,B.D.O.-PanchayatSamithi Office- CHOWDAR,2009-09-22,ORISSA,28
In-Active,2019-01-02,Hourly,15F2B8,ISRO0696,20.76,85.42,B.D.O.-PanchayatSamithi Office-ODAPADA,2010-03-05,ORISSA,28
In-Active,2014-04-03,Hourly,15F2B9,ISRO0697,18.98,84.02,B.D.O.-PanchayatSamithi Office-GUMMA,2010-03-05,ORISSA,28
In-Active,2017-09-20,Hourly,15F2BA,ISRO0698,18.86,83.88,B.D.O.-PanchayatSamithi Office-KASINAGAR,2010-03-05,ORISSA,28
In-Active,2012-08-25,Hourly,15F2BB,ISRO0699,19.38,84.56,B.D.O.-PanchayatSamithi Office-  DIGAPAHANDI,2009-09-22,ORISSA,28
In-Active,2017-12-29,Hourly,15F2BC,ISRO0700,19.48,84.74,B.D.O.-PanchayatSamithi Office- HINJILICUT,2009-10-28,ORISSA,28
In-Active,2017-09-18,Hourly,15F2BD,ISRO0701,19.97,84.78,B.D.O.-PanchayatSamithi Office-JAGANATHPRASAD,2010-08-15,ORISSA,28
In-Active,2017-09-22,Hourly,15F2BE,ISRO0702,19.64,85.00,B.D.O.-PanchayatSamithi Office-KODALA,2009-09-22,ORISSA,28
In-Active,2017-09-20,Hourly,15F2BF,ISRO0703,19.13,84.57,B.D.O.-PanchayatSamithi Office- PATRAPUR,2009-09-22,ORISSA,28
In-Active,2018-12-30,Hourly,15F2C0,ISRO0704,20.20,86.40,B.D.O.-PanchayatSamithi Office- ERSAMA,2009-09-22,ORISSA,28
In-Active,2019-01-02,Hourly,15F2C1,ISRO0705,20.67,86.11,B.D.O.-PanchayatSamithi Office- BADACHANA,2009-09-22,ORISSA,28
In-Active,2018-12-03,Hourly,15F2C2,ISRO0706,20.67,86.36,B.D.O.-PanchayatSamithi Office- BARI,2009-09-22,ORISSA,28
In-Active,2018-12-03,Hourly,15F2C3,ISRO0707,20.83,86.45,B.D.O.-PanchayatSamithi Office- DASARATHIPUR,2009-09-22,ORISSA,28
In-Active,2019-01-02,Hourly,15F2C4,ISRO0708,20.77,86.15,B.D.O.-PanchayatSamithi Office- DHARAMASALA,2009-09-22,ORISSA,28
In-Active,2018-03-02,Hourly,15F2C5,ISRO0709,20.96,86.18,B.D.O.-PanchayatSamithi Office- KOREI,2009-09-22,ORISSA,28
In-Active,2019-01-02,Hourly,15F2C6,ISRO0710,20.96,85.91,B.D.O.-PanchayatSamithi Office- SUKINDA,2009-09-22,ORISSA,28
In-Active,2019-01-02,Hourly,15F2C7,ISRO0711,19.91,83.17,B.D.O.-PanchayatSamithi Office-BHAWANIPATNA,2010-08-04,ORISSA,28
In-Active,2017-10-14,Hourly,15F2C8,ISRO0712,20.06,82.78,B.D.O.-PanchayatSamithi Office- GOLAMUNDA,2009-09-22,ORISSA,28
In-Active,2019-01-02,Hourly,15F2C9,ISRO0713,19.86,82.94,B.D.O.-PanchayatSamithi Office- JUNAGARH,2009-09-22,ORISSA,28
In-Active,2018-11-03,Hourly,15F2CA,ISRO0714,19.67,82.70,B.D.O.-PanchayatSamithi Office-KOKSARA,2009-09-22,ORISSA,28
In-Active,2019-01-01,Hourly,15F2CB,ISRO0715,19.71,83.36,B.D.O.-PanchayatSamithi Office-LANJIGARH,2010-06-03,ORISSA,28
In-Active,2020-03-18,Hourly,15F2CC,ISRO0716,20.19,83.52,B.D.O.-PanchayatSamithi Office-M.RAMPUR,2010-03-05,ORISSA,28
In-Active,2015-03-04,Hourly,15F2CD,ISRO0717,20.06,83.38,B.D.O.-PanchayatSamithi Office- NARLA,2010-08-11,ORISSA,28
In-Active,2011-01-14,Hourly,15F2CE,ISRO0718,19.55,82.93,B.D.O.-PanchayatSamithi Office-TH. RAMPUR,2010-03-05,ORISSA,28
In-Active,2019-01-02,Hourly,15F2CF,ISRO0719,19.26,83.73,B.D.O.-PanchayatSamithi Office- KOTGARH,2009-09-22,ORISSA,28
In-Active,2017-11-01,Hourly,15F2D0,ISRO0720,20.14,84.01,B.D.O.-PanchayatSamithi Office-NUAGAON,2009-09-22,ORISSA,28
In-Active,2018-12-31,Hourly,15F2D1,ISRO0721,20.06,84.23,B.D.O.-PanchayatSamithi Office-RAIKIA,2010-03-05,ORISSA,28
In-Active,2018-12-02,Hourly,15F2D2,ISRO0722,20.39,86.38,B.D.O.-PanchayatSamithi Office-GARADAPUR,2010-03-05,ORISSA,28
In-Active,2019-01-02,Hourly,15F2D3,ISRO0723,20.50,86.43,B.D.O.-PanchayatSamithi Office-KENDRAPARA,2009-09-22,ORISSA,28
In-Active,2018-11-21,Hourly,15F2D4,ISRO0724,20.42,86.58,B.D.O.-PanchayatSamithi Office-KENDRAPARA,2010-08-15,ORISSA,28
In-Active,2017-10-03,Hourly,15F2D5,ISRO0725,20.57,86.72,B.D.O.-PanchayatSamithi Office-RAJNAGAR,2010-03-05,ORISSA,28
In-Active,2019-01-02,Hourly,15F2D6,ISRO0726,21.17,86.23,B.D.O.-PanchayatSamithi Office-ANANDAPUR,2010-03-05,ORISSA,28
In-Active,2018-12-01,Hourly,15F2D7,ISRO0727,21.61,85.42,B.D.O.-PanchayatSamithi Office-BANSPAL,2010-03-05,ORISSA,28
In-Active,2019-01-02,Hourly,15F2D8,ISRO0728,21.39,85.89,B.D.O.-PanchayatSamithi Office- GHATAGAON,2009-09-22,ORISSA,28
In-Active,2017-08-28,Hourly,15F2D9,ISRO0729,21.34,85.79,B.D.O.-PanchayatSamithi Office-HARICHANDANPUR,2009-09-22,ORISSA,28
In-Active,2019-01-02,Hourly,15F2DA,ISRO0730,21.17,86.25,B.D.O.-PanchayatSamithi Office-HATADIHI,2009-09-22,ORISSA,28
In-Active,2018-12-01,Hourly,15F2DB,ISRO0731,21.36,85.40,B.D.O.-PanchayatSamithi Office-TELKOI,2010-12-09,ORISSA,28
In-Active,2019-01-02,Hourly,15F2DC,ISRO0732,20.17,85.28,B.D.O.-PanchayatSamithi Office-BOLAGARH,2009-09-22,ORISSA,28
In-Active,2019-01-02,Hourly,15F2DD,ISRO0733,20.12,86.31,B.D.O.-P.S.O.-Gangadharpur,2010-07-14,ORISSA,28
In-Active,2017-09-05,Hourly,15F2DE,ISRO0734,20.17,85.61,B.D.O.-PanchayatSamithi Office-KHURDA,2010-03-05,ORISSA,28
In-Active,2019-01-02,Hourly,15F2DF,ISRO0735,19.92,85.39,B.D.O.-PanchayatSamithi Office-  TANGI,2009-09-22,ORISSA,28
In-Active,2016-05-11,Hourly,15F2E0,ISRO0736,19.05,82.93,B.D.O.-PanchayatSamithi Office-DASMANTAPUR,2009-09-22,ORISSA,28
In-Active,2018-08-23,Hourly,15F2E1,ISRO0737,18.86,82.56,B.D.O.-PanchayatSamithi Office-JEYPORE,2010-03-05,ORISSA,28
In-Active,2025-06-30,Hourly,15F2E2,ISRO0738,18.56,82.96,B.D.O.-PanchayatSamithi Office- POTTANGI,2009-09-22,ORISSA,28
In-Active,2018-04-09,Hourly,15F2E3,ISRO0739,18.07,81.75,B.D.O.-PanchayatSamithi Office- KALIMELA,2009-09-22,ORISSA,28
In-Active,2017-10-17,Hourly,15F2E4,ISRO0740,18.47,82.33,B.D.O.-PanchayatSamithi Office- KHAIRPUT,2010-03-05,ORISSA,28
In-Active,2018-05-01,Hourly,15F2E5,ISRO0741,18.28,81.99,B.D.O.-PanchayatSamithi Office- KORUKUNDA,2009-09-22,ORISSA,28
In-Active,2018-05-30,Hourly,15F2E6,ISRO0742,18.38,82.18,B.D.O.-PanchayatSamithi Office-KUDUMULUGUMA,2009-09-22,ORISSA,28
In-Active,2019-01-02,Hourly,15F2E7,ISRO0743,22.15,86.54,B.D.O.-PanchayatSamithi Office- BANGRIPOSI,2009-09-22,ORISSA,28
In-Active,2019-01-02,Hourly,15F2E8,ISRO0744,21.72,86.75,B.D.O.-PanchayatSamithi Office-BARSAHI,2009-09-22,ORISSA,28
In-Active,2017-12-16,Hourly,15F2E9,ISRO0745,21.74,86.85,B.D.O.-PanchayatSamithi Office-BETNATI,2009-09-22,ORISSA,28
In-Active,2011-02-04,Hourly,15F2EA,ISRO0746,21.96,86.07,B.D.O.-PanchayatSamithi Office-JOSHIPUR,2009-09-22,ORISSA,28
In-Active,2016-04-05,Hourly,15F2EB,ISRO0747,21.51,86.53,B.D.O.-PanchayatSamithi Office-KATTIPADA,2009-09-22,ORISSA,28
In-Active,2010-12-25,Hourly,15F2EC,ISRO0748,21.76,85.97,B.D.O.-PanchayatSamithi Office-KARANJIA,2010-07-07,ORISSA,28
In-Active,2018-11-29,Hourly,15F2ED,ISRO0749,21.71,86.63,B.D.O.-PanchayatSamithi Office-KHUNTA,2010-03-05,ORISSA,28
In-Active,2019-01-02,Hourly,15F2EE,ISRO0750,22.07,86.65,B.D.O.-PanchayatSamithi Office-KULIANA,2010-03-05,ORISSA,28
In-Active,2018-11-27,Hourly,15F2EF,ISRO0751,22.09,86.11,B.D.O.-PanchayatSamithi Office-KUSUMI,2009-09-22,ORISSA,28
In-Active,2019-01-02,Hourly,15F2F0,ISRO0752,21.84,86.94,B.D.O.-PanchayatSamithi Office- MORODA,2009-09-22,ORISSA,28
In-Active,2018-11-27,Hourly,15F2F1,ISRO0753,22.27,86.18,B.D.O.-PanchayatSamithi Office- RAIRANGPUR,2009-09-22,ORISSA,28
In-Active,2017-09-27,Hourly,15F2F2,ISRO0754,21.91,86.67,B.D.O.-PanchayatSamithi Office-SAMAKHUNTA,2009-09-22,ORISSA,28
In-Active,2019-01-01,Hourly,15F2F3,ISRO0755,22.24,86.59,B.D.O.-PanchayatSamithi Office-SARASKANA,2009-09-22,ORISSA,28
In-Active,2018-08-12,Hourly,15F2F4,ISRO0756,21.93,85.92,B.D.O.-PanchayatSamithi Office-SUKRULI,2010-03-05,ORISSA,28
In-Active,2021-07-12,Hourly,15F2F5,ISRO0757,21.53,86.17,B.D.O.-PanchayatSamithi Office-THAKURMUNDA,2010-03-05,ORISSA,28
In-Active,2019-01-02,Hourly,15F2F6,ISRO0758,19.46,82.40,B.D.O.-PanchayatSamithi Office- DABUGAON,2009-09-22,ORISSA,28
In-Active,2018-05-28,Hourly,15F2F7,ISRO0759,19.73,82.37,B.D.O.-PanchayatSamithi Office-JHARIGAON,2011-01-10,ORISSA,28
In-Active,2019-01-02,Hourly,15F2F8,ISRO0760,19.89,82.07,B.D.O.-PanchayatSamithi Office-RAIGHAR,2010-03-05,ORISSA,28
In-Active,2018-12-30,Hourly,15F2F9,ISRO0761,20.40,85.04,B.D.O.-PanchayatSamithi Office-GANIA,2010-03-05,ORISSA,28
In-Active,2011-01-02,Hourly,15F2FA,ISRO0762,20.25,82.56,B.D.O.-PanchayatSamithi Office- BODEN,2009-10-21,ORISSA,28
In-Active,2019-01-02,Hourly,15F2FB,ISRO0763,20.30,82.76,B.D.O.-PanchayatSamithi Office-KHARIAR,2010-03-05,ORISSA,28
In-Active,2019-01-02,Hourly,15F2FC,ISRO0764,20.51,82.67,B.D.O.-PanchayatSamithi Office-KOMNA,2010-03-05,ORISSA,28
In-Active,2018-11-29,Hourly,15F2FD,ISRO0765,20.43,82.64,B.D.O.-PanchayatSamithi Office- SINAPALI,2009-09-22,ORISSA,28
In-Active,2019-01-02,Hourly,15F2FE,ISRO0766,19.98,86.02,B.D.O.-PanchayatSamithi Office- GOP,2009-09-22,ORISSA,28
In-Active,2010-12-15,Hourly,15F2FF,ISRO0767,20.00,85.65,B.D.O.-PanchayatSamithi Office- KANAS,2010-03-05,ORISSA,28
In-Active,2017-10-24,Hourly,15F300,ISRO0768,20.10,85.99,B.D.O.-PanchayatSamithi Office-PIPILI,2010-03-05,ORISSA,28
In-Active,2018-12-18,Hourly,15F301,ISRO0769,19.81,85.85,B.D.O.-PanchayatSamithi Office-PURI,2010-03-05,ORISSA,28
In-Active,2018-12-02,Hourly,15F302,ISRO0770,19.35,83.12,B.D.O.-PanchayatSamithi Office-KASIPUR,2009-09-22,ORISSA,28
In-Active,2019-01-02,Hourly,15F303,ISRO0771,19.25,83.46,B.D.O.-PanchayatSamithi Office- KOLNARA,2009-09-22,ORISSA,28
In-Active,2018-12-01,Hourly,15F304,ISRO0772,19.62,83.49,B.D.O.-PanchayatSamithi Office- MUNIGUDA,2009-09-22,ORISSA,28
In-Active,2018-12-01,Hourly,15F305,ISRO0773,19.17,83.42,B.D.O.-PanchayatSamithi Office- RAYAGADA,2009-09-22,ORISSA,28
In-Active,2014-04-09,Hourly,15F306,ISRO0774,22.05,84.28,B.D.O.-PanchayatSamithi Office-BAMARA,2010-03-05,ORISSA,28
In-Active,2017-09-04,Hourly,15F307,ISRO0775,21.53,84.38,B.D.O.-PanchayatSamithi Office-JAMANKIRA,2010-03-19,ORISSA,28
In-Active,2017-09-05,Hourly,15F308,ISRO0776,21.26,84.54,B.D.O.-PanchayatSamithi Office-NAKTIDEUL,2010-08-15,ORISSA,28
In-Active,2019-01-02,Hourly,15F309,ISRO0777,21.08,84.34,B.D.O.-PanchayatSamithi Office-REDHAKHOL,2010-07-07,ORISSA,28
In-Active,2019-01-02,Hourly,15F30A,ISRO0778,21.64,84.04,B.D.O.-PanchayatSamithi Office- RENGALI,2010-08-04,ORISSA,28
In-Active,2017-10-11,Hourly,15F30B,ISRO0779,22.28,84.77,B.D.O.-PanchayatSamithi Office-KUARMUNDA,2010-08-04,ORISSA,28
In-Active,2018-11-23,Hourly,15F30C,ISRO0780,21.88,84.94,B.D.O.-PanchayatSamithi Office- LAHUNIPARA,2011-01-17,ORISSA,28
In-Active,2017-10-12,Hourly,15F30D,ISRO0781,22.29,84.11,B.D.O.-PanchayatSamithi Office-SUBDEGA,2010-11-30,ORISSA,28
In-Active,2019-01-02,Hourly,15F30E,ISRO0782,20.26,85.10,B.D.O.-PanchayatSamithi Office-  ANUGUL,2009-09-22,ORISSA,28
In-Active,2019-08-11,Hourly,15F30F,ISRO0783,20.73,84.54,B.D.O.-PanchayatSamithi Office-  ATHAMALLIK,2009-09-22,ORISSA,28
In-Active,2011-05-29,Hourly,15F310,ISRO0784,21.09,85.06,BDOPanchayat Samiti Office-Kanhia ,2010-03-05,ORISSA,28
In-Active,2019-02-25,Hourly,15F311,ISRO0785,21.68,85.41,"BDOPanchayat Samiti Office,Bhogarai ",2009-09-22,ORISSA,28
In-Active,2018-12-03,Hourly,15F312,ISRO0786,21.46,86.78,"BDOPanchayat Samiti Office,Nilgiri  ",2009-09-22,ORISSA,28
In-Active,2018-01-02,Hourly,15F313,ISRO0787,21.58,83.75,B.D.O.Panchayat SamitiOffice-Ambabhona,2010-07-13,ORISSA,28
In-Active,2018-12-29,Hourly,15F314,ISRO0788,21.20,83.75,B.D.O.-PanchayatSamithi Office- BHAIDEN,2009-09-22,ORISSA,28
In-Active,2015-11-25,Hourly,15F441,ISRO1089,20.19,85.70,Konark Institute,2011-01-02,ORISSA,28
In-Active,2019-04-09,Hourly,15F154,ISRO0340,30.90,75.80,"PRSC,PA campus,Ludhiana",2008-04-07,PUNJAB,19
In-Active,2020-03-24,Hourly,15F155,ISRO0341,30.90,75.81,"VRS,PAU,Usman",2010-07-12,PUNJAB,19
In-Active,2022-04-25,Hourly,15F156,ISRO0342,31.39,75.36,"RS,SF,PAU,Kapurthala",2008-04-07,PUNJAB,19
In-Active,2023-04-09,Hourly,15F157,ISRO0343,31.38,76.02,"KVK,Bahowal,Hoshiarpur",2008-05-15,PUNJAB,19
In-Active,2024-10-25,Hourly,15F158,ISRO0344,31.10,76.39,"RRS,Kandi Area,Balachaur,Nawan",2008-05-09,PUNJAB,19
In-Active,2020-03-15,Hourly,15F159,ISRO0345,31.11,76.18,"KVK,Langroya,Nawan Shahar",2010-08-15,PUNJAB,19
In-Active,2021-11-14,Hourly,15F15A,ISRO0346,30.98,76.52,"KVK,PAU complex,Haveli Kalan,Roopnagar",2008-04-07,PUNJAB,19
In-Active,2017-12-19,Hourly,15F15B,ISRO0347,30.62,76.41,"KVK,Shamer Nagar,Eaterhgarh sahil",2008-04-07,PUNJAB,19
Active,2024-08-23,Hourly,15F15C,ISRO0348,30.35,76.32,"BRRS,Rahuri,Patiala",2008-08-14,PUNJAB,19
In-Active,2025-03-05,Hourly,15F15D,ISRO0349,30.19,75.88,"SRS,PAU Farm,Kheri,Sangrur",2008-08-07,PUNJAB,19
In-Active,2019-04-09,Hourly,15F15E,ISRO0350,30.90,75.80,"Agromet dept,PAU campus,Ludhiana",2006-05-04,PUNJAB,19
In-Active,2019-07-30,Hourly,15F15F,ISRO0351,30.84,76.18,"KVK,PAU farm, Samrala,Ludhiana",2008-04-07,PUNJAB,19
In-Active,2022-09-29,Hourly,15F160,ISRO0352,30.76,75.16,"KVK,Budh Singh wala,Moga",2008-05-02,PUNJAB,19
In-Active,2022-01-03,Hourly,15F161,ISRO0353,30.91,74.66,"KVK,Mallewal Farm, Ferozepur",2008-04-07,PUNJAB,19
In-Active,2024-01-14,Hourly,15F162,ISRO0354,30.17,74.21,"RRS,PAU farm,Abohar,Ferozpur",2008-05-05,PUNJAB,19
In-Active,2019-04-06,Hourly,15F163,ISRO0355,30.64,74.84,"RHSS Farm,Birsikhanwala,Faridkot",2008-04-28,PUNJAB,19
In-Active,2021-12-08,Hourly,15F164,ISRO0356,30.45,74.51,"KVK,VPO,Goniana, Muktsar",2008-04-24,PUNJAB,19
In-Active,2011-02-02,Hourly,15F165,ISRO0357,29.98,75.34,"KVK,Khokhar Khurd,Mansa",2010-12-29,PUNJAB,19
In-Active,2020-08-07,Hourly,15F166,ISRO0358,30.16,74.93,"RS,Dabwali Road,PAU Farm,Bathinda",2008-04-11,PUNJAB,19
In-Active,2019-05-08,Hourly,15F00B,ISRO0011,26.30,73.02,RRSSC  Jodhpur,2006-01-07,RAJASTHAN,6
In-Active,2019-05-02,Hourly,15F010,ISRO0016,24.60,72.70,PRL-Mt.Abu,2008-06-20,RAJASTHAN,6
In-Active,2019-04-03,Hourly,15F45B,ISRO1115,25.29,76.18,"C.A.D. Sultanpur, Digod.",2010-11-24,RAJASTHAN,6
In-Active,2018-10-04,Hourly,15F45C,ISRO1116,24.94,75.94,"Sub Tehsil Office, Kavalnagar, Ladpura.",2010-11-24,RAJASTHAN,6
In-Active,2019-09-19,Hourly,15F45D,ISRO1117,25.55,76.45,"Tehsil Office, Itawa, Piplada.",2010-11-28,RAJASTHAN,6
In-Active,2019-08-15,Hourly,15F45E,ISRO1118,24.72,75.99,"Sub Tehsil Office, Chechat, Ramgunjmandi.",2010-12-05,RAJASTHAN,6
In-Active,2012-10-28,Hourly,15F45F,ISRO1119  ,24.92,76.29,"Panchayat Samiti Office, Sangod  ",2010-12-25,RAJASTHAN,6
Active,2025-01-08,Hourly,15F460,ISRO1120,25.10,75.51,"Dabi Gram Seva Samiti, Dabi.",2010-11-27,RAJASTHAN,6
In-Active,2019-08-01,Hourly,15F49D,ISRO1181,25.43,75.40,"Primary Health Centre, Basoli, Datoonda, Hindoli Tehsil.",2010-11-24,RAJASTHAN,6
In-Active,2019-09-16,Hourly,15F49E,ISRO1182,25.58,75.52,"Tehsil Office, Hindoli.",2010-12-08,RAJASTHAN,6
In-Active,2014-06-20,Hourly,15F49F,ISRO1183,25.72,76.19,"Govt High School, Indragarh, Papdi.",2010-11-29,RAJASTHAN,6
In-Active,2017-01-08,Hourly,15F4A0,ISRO1184,25.45,76.05,"Gram Panchayat, Hingoniya.",2010-12-11,RAJASTHAN,6
In-Active,2018-10-28,Hourly,15F4A1,ISRO1185,25.68,75.94,"Govt Primary School, Nenva.",2010-12-19,RAJASTHAN,6
In-Active,2019-04-16,Hourly,15F4A2,ISRO1186,25.16,76.31,"Office of KVK, Anta.",2010-11-24,RAJASTHAN,6
In-Active,2019-02-20,Hourly,15F4A3,ISRO1187,24.84,76.47,"GSS, Antana, Bamori, Tehsil : Atru.",2010-11-23,RAJASTHAN,6
In-Active,2019-07-28,Hourly,15F4A4,ISRO1188,25.11,76.47,"Horticulture Office, Baran.",2010-11-23,RAJASTHAN,6
In-Active,2015-03-02,Hourly,15F4A5,ISRO1189,24.67,76.84,"Asistant Director Agriculture Office, Chabra.",2010-12-02,RAJASTHAN,6
In-Active,2011-02-07,Hourly,15F4A6,ISRO1190,24.84,76.71,"Addl. Director Agriculture Office, Chipabarod.",2010-12-08,RAJASTHAN,6
In-Active,2023-06-11,Hourly,15F4A7,ISRO1191,25.07,76.80,"Primary Health Centre, Bhanwargarh, Kishangunj Tehsil.",2010-11-23,RAJASTHAN,6
In-Active,2018-12-27,Hourly,15F4A8,ISRO1192,25.25,76.67,"Primary Health Centre, Relavan, Karwari Kalan.",2010-12-04,RAJASTHAN,6
In-Active,2021-11-04,Hourly,15F4A9,ISRO1193,25.34,76.51,"Tehsil Office, Mangrol.",2010-12-06,RAJASTHAN,6
In-Active,2021-08-10,Hourly,15F4AA,ISRO1194,25.27,77.26,"Primary Health Centre, Deori, Tehsil : Shabad.",2010-11-24,RAJASTHAN,6
In-Active,2012-01-17,Hourly,15F4AB,ISRO1195,25.15,77.00,"Govt Veterinary Hospital, Samranian, Shabad.",2010-11-24,RAJASTHAN,6
In-Active,2019-07-24,Hourly,15F4AC,ISRO1196,24.42,76.57,"PWD Office, Aklera.  ",2007-01-02,RAJASTHAN,6
In-Active,2018-10-25,Hourly,15F4AD,ISRO1197,23.93,75.84,"Panchayat Samiti Office, Dug.",2010-12-08,RAJASTHAN,6
In-Active,2022-01-04,Hourly,15F4AE,ISRO1198,24.28,76.24,"BDO Office, Bakani.",2010-12-02,RAJASTHAN,6
In-Active,2013-08-12,Hourly,15F4AF,ISRO1199,24.69,76.34,"Ayurvedic Health Centre, Golana, Khanpur.",2010-11-29,RAJASTHAN,6
In-Active,2016-05-31,Hourly,15F4B0,ISRO1200,24.31,76.78,"Govind Goshala, Baneth, Manoharthana.",2011-01-15,RAJASTHAN,6
In-Active,2018-05-17,Hourly,15F4B1,ISRO1201,24.44,75.91,"Secondary Primary School, Aawlikala, Bhawani.",2010-12-05,RAJASTHAN,6
In-Active,2014-07-17,Hourly,15F4B2,ISRO1202,24.18,75.83,"Govt Upper Primary School, Karawan.",2010-11-30,RAJASTHAN,6
In-Active,2021-05-11,Hourly,15F4B3,ISRO1203,24.16,76.03,"SDO Office,Pidhwa.",2010-11-23,RAJASTHAN,6
In-Active,2022-07-19,Hourly,15F4B4,ISRO1204,24.36,76.18,"Agriculture Office, Raipur. ",2010-11-23,RAJASTHAN,6
In-Active,2018-12-31,Hourly,15F4B5,ISRO1205,24.38,75.95,"Tehsil Office, Sunel, Pidhwa.",2010-11-23,RAJASTHAN,6
In-Active,2014-10-19,Hourly,15F4B6,ISRO1206,26.50,76.54,"AAO House, Piplai, Gangapur.",2010-11-27,RAJASTHAN,6
In-Active,2023-08-04,Hourly,15F4B7,ISRO1207,26.33,76.23,"Panchayat Samiti Office, Baunli.",2010-11-03,RAJASTHAN,6
In-Active,2019-02-28,Hourly,15F4B8,ISRO1208,26.05,76.16,"Tehsil Office, Chauth Ka Barwara,",2006-05-04,RAJASTHAN,6
In-Active,2015-12-24,Hourly,15F4B9,ISRO1209,26.50,76.73,"Asistant Director Agriculture Office, Gangapur.",2010-11-23,RAJASTHAN,6
In-Active,2020-11-14,Hourly,15F4BA,ISRO1210,26.01,76.60,"Tehsil Office, Khandar,",2010-12-02,RAJASTHAN,6
In-Active,2018-11-29,Hourly,15F4BB,ISRO1211,26.29,76.47,"Tehsil Office, Malama Dungar",2011-01-19,RAJASTHAN,6
In-Active,2019-08-16,Hourly,15F4BC,ISRO1212,26.02,76.35,"Asistant Director Agriculture Office, Sawai Madhopur.",2010-11-24,RAJASTHAN,6
In-Active,2017-08-20,Hourly,15F4BD,ISRO1213,27.05,76.57,"Panchayat Samiti Office, Bandikul, Baswa.",2010-11-23,RAJASTHAN,6
In-Active,2022-08-15,Hourly,15F4BE,ISRO1214,26.89,76.33,"Deputy Director of Agriculture Office, Dausa.",2010-12-03,RAJASTHAN,6
In-Active,2011-02-13,Hourly,15F4BF,ISRO1215,26.62,76.26,"Krishi Sewa Kendra, Ramgarh, Lalsot.",2010-12-01,RAJASTHAN,6
In-Active,2020-03-28,Hourly,15F4C0,ISRO1216,27.16,76.86,"Krishi Sewa Kendra, Mandawar, Mahua,",2010-12-01,RAJASTHAN,6
In-Active,2023-01-03,Hourly,15F4C1,ISRO1217,26.92,76.69,"Krishi Sewa Kendra, Sikrai.",2010-11-24,RAJASTHAN,6
In-Active,2024-05-27,Hourly,15F4C2,ISRO1218,26.77,77.02,"Rajasthan State Seeds Corporation Office, Quarda Khurd.",2011-01-08,RAJASTHAN,6
In-Active,2017-08-17,Hourly,15F4C3,ISRO1219,26.49,77.01,"Soil Testing Lab,Karauli.",2010-11-28,RAJASTHAN,6
